url,date,rawContent,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,links,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,card,viewCount,vibe,username,id,displayname,rawDescription,renderedDescription,descriptionLinks,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,link,profileImageUrl,profileBannerUrl,label
https://twitter.com/libagniyuno/status/1608413047965765633,2022-12-29 10:42:08+00:00,kasalanan talaga ni SMent kaya ako magiging bogus buyer e labas nang labas ng mga album at merch sinasabi ngang are peso is weak coz dollar is strong 😤,kasalanan talaga ni SMent kaya ako magiging bogus buyer e labas nang labas ng mga album at merch sinasabi ngang are peso is weak coz dollar is strong 😤,1608413047965765633,https://twitter.com/libagniyuno,1,0,2,0,1608413047965765633,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,,62.0,,libagniyuno,1548215497908711424,Lynn from laz vegaz✨ TDS2 MNL TIX CUTIE! 🕯️,"so prada of you | 45° 27 56 N, 9° 11 24 E | #AdoringJaemle","so prada of you | 45° 27 56 N, 9° 11 24 E | #AdoringJaemle",,False,2022-07-16 07:58:55+00:00,334,443,9811,27943,0,372,18+ 📍Puso ni Jaemin,False,"TextLink(text='youtu.be/WOuGFam9Lg8', url='https://youtu.be/WOuGFam9Lg8', tcourl='https://t.co/ewG9lzFCDV', indices=(0, 23))",https://pbs.twimg.com/profile_images/1638454044682485761/FVZhw8aA_normal.jpg,https://pbs.twimg.com/profile_banners/1548215497908711424/1674028787,
https://twitter.com/imyourFifty/status/1608399119667826688,2022-12-29 09:46:47+00:00,"600 per kilo? Edi wag bumili ng 1 kilo.
Solution para wag matraffic? Wag pumunta.
Peso is not weak, dollar is just strong.
No transportation issues, kulang lang diskarte.
History is like chismis

PH wins the gold medal sa mental gymnastics by a huge margin 🤭","600 per kilo? Edi wag bumili ng 1 kilo.
Solution para wag matraffic? Wag pumunta.
Peso is not weak, dollar is just strong.
No transportation issues, kulang lang diskarte.
History is like chismis

PH wins the gold medal sa mental gymnastics by a huge margin 🤭",1608399119667826688,https://twitter.com/imyourFifty,0,5,10,0,1608399119667826688,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,615.0,,imyourFifty,135697457,Rawry 🦁,Funny & annoying | Playful & serious | Flirty & friendly | Naughty & nice | Scorpio | Rusher | Sheldon | Fallon | Ross | Ted | Nick | Patrick | Free 4.13.19,Funny & annoying | Playful & serious | Flirty & friendly | Naughty & nice | Scorpio | Rusher | Sheldon | Fallon | Ross | Ted | Nick | Patrick | Free 4.13.19,,False,2010-04-22 01:32:23+00:00,558,360,41665,743,0,1010,Pasig,False,"TextLink(text='facebook.com/keej.erojo', url='http://facebook.com/keej.erojo', tcourl='https://t.co/e5TI5dqeiU', indices=(0, 23))",https://pbs.twimg.com/profile_images/1620685483918655488/uhkPhwgL_normal.jpg,https://pbs.twimg.com/profile_banners/135697457/1475153594,
https://twitter.com/cham_twts/status/1608342955307458562,2022-12-29 06:03:36+00:00,"broke: investing to grow our bank account

woke: my sister as a teenager hiding a hundred united states dollar bill when the peso is strong and finding it now when it's weak as fuck","broke: investing to grow our bank account

woke: my sister as a teenager hiding a hundred united states dollar bill when the peso is strong and finding it now when it's weak as fuck",1608342955307458562,https://twitter.com/cham_twts,0,0,10,0,1608342955307458562,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,381.0,,cham_twts,1036890163723395072,cham⁷,"we must love one another or die ▫️ bts, marvel, dragon age, d&d, misc. ▫️ 28 ▫️ she/her ▫️art account: @chamdraws","we must love one another or die ▫️ bts, marvel, dragon age, d&d, misc. ▫️ 28 ▫️ she/her ▫️art account: @chamdraws",,False,2018-09-04 08:14:14+00:00,2248,645,77448,45400,38,4701,,False,,https://pbs.twimg.com/profile_images/1502881619840888832/qy-iMbCB_normal.jpg,https://pbs.twimg.com/profile_banners/1036890163723395072/1620187824,
https://twitter.com/TheBenildean/status/1607999890071883777,2022-12-28 07:20:23+00:00,"Sandro Marcos’s statement on PH economy—‘Weak peso, strong dollar’—is not just a logical fallacy, but also an oversimplification. #Debunked.

Written by Hannah Lauren Cadiz
Art by Gil Escorial https://t.co/M6W1zT9QPr","Sandro Marcos’s statement on PH economy—‘Weak peso, strong dollar’—is not just a logical fallacy, but also an oversimplification. #Debunked.

Written by Hannah Lauren Cadiz
Art by Gil Escorial https://t.co/M6W1zT9QPr",1607999890071883777,https://twitter.com/TheBenildean,0,3,17,0,1607999890071883777,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,"[Photo(previewUrl='https://pbs.twimg.com/media/FlDDYIfacAIzbwY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FlDDYIfacAIzbwY?format=jpg&name=orig', altText=None)]",,,,,,,,['Debunked'],,,1443.0,,TheBenildean,152160492,The Benildean,The Benildean is the official magazine-journal of the Benildean Press Corps of De La Salle-College of Saint Benilde.,The Benildean is the official magazine-journal of the Benildean Press Corps of De La Salle-College of Saint Benilde.,,False,2010-06-05 06:44:05+00:00,10204,19,11281,23,19,5553,"Manila, Philippines",False,"TextLink(text='read.thebenildean.org', url='https://read.thebenildean.org/', tcourl='https://t.co/1NuzRYY2VY', indices=(0, 23))",https://pbs.twimg.com/profile_images/1479464772739297282/fa6t73dd_normal.jpg,https://pbs.twimg.com/profile_banners/152160492/1578283924,
https://twitter.com/mongster/status/1606942854978605056,2022-12-25 09:20:06+00:00,"Memorable soundbites of 2022:

Fei shang, gao shing, chi, shishyang

History is tsismis

I don't believe it is that high

Ang pangarap ninyo ay pangarap ko

The peso is weak because the dollar is strong

I can live without onion

Pag ika'y namulat, di na muling pipikit

Ano pa?","Memorable soundbites of 2022:

Fei shang, gao shing, chi, shishyang

History is tsismis

I don't believe it is that high

Ang pangarap ninyo ay pangarap ko

The peso is weak because the dollar is strong

I can live without onion

Pag ika'y namulat, di na muling pipikit

Ano pa?",1606942854978605056,https://twitter.com/mongster,12,111,498,6,1606942854978605056,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,,21225.0,,mongster,7997742,Mong Palatino,"Activist. Asia-Pacific blogger. BAYAN, IFEX, Global Voices, Bulatlat, The Diplomat. Legislator (14th-15th Congress). Kabataan Partylist founder. Tweets my own","Activist. Asia-Pacific blogger. BAYAN, IFEX, Global Voices, Bulatlat, The Diplomat. Legislator (14th-15th Congress). Kabataan Partylist founder. Tweets my own",,True,2007-08-06 17:23:12+00:00,16583,4267,15616,6395,222,1751,"Manila, Philippines",False,"TextLink(text='mongpalatino.com', url='http://www.mongpalatino.com', tcourl='https://t.co/f2Ma7szypL', indices=(0, 23))",https://pbs.twimg.com/profile_images/1001615793283465216/BF_ty3Oo_normal.jpg,https://pbs.twimg.com/profile_banners/7997742/1398219368,
https://twitter.com/covidasasarap/status/1606650173299781632,2022-12-24 13:57:06+00:00,"Ang tawag sa uri ng statement na ito ay ""Sandrocism.""

The peso is weak not because the peso is weak. The peso is weak because the dollar is strong. https://t.co/CWYqnGJSqY","Ang tawag sa uri ng statement na ito ay ""Sandrocism.""

The peso is weak not because the peso is weak. The peso is weak because the dollar is strong. https://t.co/CWYqnGJSqY",1606650173299781632,https://twitter.com/covidasasarap,1,0,14,0,1606650173299781632,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fkv30UWaMAA8i0f?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fkv30UWaMAA8i0f?format=jpg&name=orig', altText=None)]",,,,,,,,,,,559.0,,covidasasarap,152657470,El Jay 🦁,Ex-Journo turned PR. Find me on Plurk: ElJay_Poste,Ex-Journo turned PR. Find me on Plurk: ElJay_Poste,,False,2010-06-06 14:49:43+00:00,1169,571,21691,50274,4,1691,,False,,https://pbs.twimg.com/profile_images/1623233272762470401/Dy5L38LZ_normal.jpg,https://pbs.twimg.com/profile_banners/152657470/1665809268,
https://twitter.com/MangDonald8/status/1602167325436051457,2022-12-12 05:03:51+00:00,"The Peso is not weak, but the dollar  is really strong uh. 😥 https://t.co/42hhU0fW3H","The Peso is not weak, but the dollar  is really strong uh. 😥 https://t.co/42hhU0fW3H",1602167325436051457,https://twitter.com/MangDonald8,1,0,1,0,1602167325436051457,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,"[Photo(previewUrl='https://pbs.twimg.com/media/FjwKrslaMAAwyJH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FjwKrslaMAAwyJH?format=jpg&name=orig', altText=None)]",,,,,,,,,,,,,MangDonald8,1261421961097342976,KuyaDonald,i could be wrong but i may be right,i could be wrong but i may be right,,False,2020-05-15 22:23:46+00:00,534,627,25594,27267,1,414,,False,,https://pbs.twimg.com/profile_images/1560097774179581952/vFLnY3pj_normal.jpg,https://pbs.twimg.com/profile_banners/1261421961097342976/1652443624,
https://twitter.com/leechi_me/status/1600499054877761536,2022-12-07 14:34:45+00:00,Is the peso strong because the dollar is weak na ba?????,Is the peso strong because the dollar is weak na ba?????,1600499054877761536,https://twitter.com/leechi_me,0,0,1,0,1600499054877761536,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,https://twitter.com/PhilstarNews/status/1600415913941307392,,,,,,,,,,,leechi_me,1570593729173663744,me_leechi,"EXO-L 🤍 Czennie 💚 1995, fanacc only","EXO-L 🤍 Czennie 💚 1995, fanacc only",,False,2022-09-16 02:01:52+00:00,0,78,159,314,0,35,Manila City,False,,https://pbs.twimg.com/profile_images/1570593822463365120/nmEJ8CDC_normal.jpg,https://pbs.twimg.com/profile_banners/1570593729173663744/1678674147,
https://twitter.com/COCOhernandez/status/1600255314544431104,2022-12-06 22:26:12+00:00,"You pretend that you make sense by saying the peso is weak because the dollar is strong. When inflation made my taxed salary afford much less of my basic needs.

#MyGaslightingMoment

@RX931 #TheMorningRush","You pretend that you make sense by saying the peso is weak because the dollar is strong. When inflation made my taxed salary afford much less of my basic needs.

#MyGaslightingMoment

@RX931 #TheMorningRush",1600255314544431104,https://twitter.com/COCOhernandez,0,1,1,0,1600255314544431104,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,"[User(username='RX931', id=60500389, displayname='Monster RX93.1', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['MyGaslightingMoment', 'TheMorningRush']",,,,,COCOhernandez,31130596,the Average Pinoy,"average & just right but perfect for you.


https://t.co/ZlbFIifDvR","average & just right but perfect for you.


curiouscat.me/COCOhernandez","[TextLink(text='curiouscat.me/COCOhernandez', url='http://curiouscat.me/COCOhernandez', tcourl='https://t.co/ZlbFIifDvR', indices=(44, 67))]",False,2009-04-14 14:15:39+00:00,2417,441,83266,58951,184,7495,"Makati, Philippines",False,"TextLink(text='instagram.com/cocohernandez_/', url='https://www.instagram.com/cocohernandez_/', tcourl='https://t.co/cZS4LJeyrk', indices=(0, 23))",https://pbs.twimg.com/profile_images/1600275257784311810/KsG0DuZy_normal.jpg,https://pbs.twimg.com/profile_banners/31130596/1667922463,
https://twitter.com/april_gue/status/1600115259200921602,2022-12-06 13:09:41+00:00,“the peso is not weak because the peso is weak. The peso is weak because the dollar is strong.” - SANDRO,“the peso is not weak because the peso is weak. The peso is weak because the dollar is strong.” - SANDRO,1600115259200921602,https://twitter.com/april_gue,0,0,0,0,1600115259200921602,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,https://twitter.com/cnnphilippines/status/1599933393495416832,,,,,,,,,,,april_gue,135112887,april guegue,,,,False,2010-04-20 11:07:12+00:00,84,158,6900,4021,0,144,CDO,False,,https://pbs.twimg.com/profile_images/1527589142385029121/0Rx0750b_normal.jpg,,
